UZAName,Year,VRH,Category
"Fairfield, CA",2020,62237,Non-Rail
"Fairfield, CA",2021,16048,Non-Rail
"Fargo, ND-MN",2011,113344,Non-Rail
"Fargo, ND-MN",2012,120956,Non-Rail
"Fargo, ND-MN",2013,129123,Non-Rail
"Fargo, ND-MN",2014,133093,Non-Rail
"Fargo, ND-MN",2015,136388,Non-Rail
"Fargo, ND-MN",2016,139000,Non-Rail
"Fargo, ND-MN",2017,143511,Non-Rail
"Fargo, ND-MN",2018,147542,Non-Rail
"Fargo, ND-MN",2019,145671,Non-Rail
"Fargo, ND-MN",2020,137032,Non-Rail
"Fargo, ND-MN",2021,27680,Non-Rail
"Fayetteville, NC",2011,89876,Non-Rail
"Fayetteville, NC",2012,96278,Non-Rail
"Fayetteville, NC",2013,95424,Non-Rail
"Fayetteville, NC",2014,103225,Non-Rail
"Fayetteville, NC",2015,119662,Non-Rail
"Fayetteville, NC",2016,124907,Non-Rail
"Fayetteville, NC",2017,124206,Non-Rail
"Fayetteville, NC",2018,126458,Non-Rail
"Fayetteville, NC",2019,127660,Non-Rail
"Fayetteville, NC",2020,102641,Non-Rail
"Fayetteville, NC",2021,23150,Non-Rail
"Fayetteville-Springdale-Rogers, AR-MO",2011,82736,Non-Rail
"Fayetteville-Springdale-Rogers, AR-MO",2012,41402,Non-Rail
"Fayetteville-Springdale-Rogers, AR-MO",2013,41579,Non-Rail
"Fayetteville-Springdale-Rogers, AR-MO",2014,56771,Non-Rail
"Fayetteville-Springdale-Rogers, AR-MO",2015,69143,Non-Rail
"Fayetteville-Springdale-Rogers, AR-MO",2016,70412,Non-Rail
"Fayetteville-Springdale-Rogers, AR-MO",2017,64871,Non-Rail
"Fayetteville-Springdale-Rogers, AR-MO",2018,53637,Non-Rail
"Flagstaff, AZ",2011,60303,Non-Rail
"Flagstaff, AZ",2012,66511,Non-Rail
"Flagstaff, AZ",2013,67602,Non-Rail
"Flagstaff, AZ",2014,70592,Non-Rail
"Flagstaff, AZ",2015,77263,Non-Rail
"Flagstaff, AZ",2016,83282,Non-Rail
"Flagstaff, AZ",2017,85453,Non-Rail
"Flagstaff, AZ",2018,84929,Non-Rail
"Flagstaff, AZ",2019,84738,Non-Rail
"Flagstaff, AZ",2020,70024,Non-Rail
"Flagstaff, AZ",2021,20344,Non-Rail
"Flint, MI",2011,379352,Non-Rail
"Flint, MI",2012,377089,Non-Rail
"Flint, MI",2013,385246,Non-Rail
"Flint, MI",2014,378556,Non-Rail
"Flint, MI",2015,389592,Non-Rail
"Flint, MI",2016,428235,Non-Rail
"Flint, MI",2017,467857,Non-Rail
"Flint, MI",2018,445276,Non-Rail
"Flint, MI",2019,464113,Non-Rail
"Flint, MI",2020,345080,Non-Rail
"Flint, MI",2021,58163,Non-Rail
"Florence, AL",2011,44301,Non-Rail
"Florence, AL",2012,38086,Non-Rail
"Florence, AL",2013,31600,Non-Rail
"Florence, AL",2014,29152,Non-Rail
"Florence, AL",2015,33170,Non-Rail
"Florence, AL",2016,33270,Non-Rail
"Florence, AL",2017,34746,Non-Rail
"Florence, AL",2018,34781,Non-Rail
"Florence, AL",2019,36610,Non-Rail
"Florence, AL",2020,23524,Non-Rail
"Florence, AL",2021,4461,Non-Rail
"Florence, SC",2011,129045,Non-Rail
"Florence, SC",2012,119767,Non-Rail
"Florence, SC",2013,30735,Non-Rail
"Fond du Lac, WI",2011,31091,Non-Rail
"Fond du Lac, WI",2012,28443,Non-Rail
"Fort Collins, CO",2011,174143,Non-Rail
"Fort Collins, CO",2012,170272,Non-Rail
"Fort Collins, CO",2013,163642,Non-Rail
"Fort Collins, CO",2014,182758,Non-Rail
"Fort Collins, CO",2015,192937,Non-Rail
"Fort Collins, CO",2016,193045,Non-Rail
"Fort Collins, CO",2017,192723,Non-Rail
"Fort Collins, CO",2018,195394,Non-Rail
"Fort Collins, CO",2019,193449,Non-Rail
"Fort Collins, CO",2020,154500,Non-Rail
"Fort Collins, CO",2021,38859,Non-Rail
"Fort Smith, AR-OK",2011,33725,Non-Rail
"Fort Smith, AR-OK",2012,30865,Non-Rail
"Fort Smith, AR-OK",2013,7551,Non-Rail
"Fort Walton Beach-Navarre-Wright, FL",2011,75608,Non-Rail
"Fort Walton Beach-Navarre-Wright, FL",2012,76447,Non-Rail
"Fort Walton Beach-Navarre-Wright, FL",2013,78915,Non-Rail
"Fort Walton Beach-Navarre-Wright, FL",2014,75643,Non-Rail
"Fort Walton Beach-Navarre-Wright, FL",2015,78899,Non-Rail
"Fort Walton Beach-Navarre-Wright, FL",2016,84422,Non-Rail
"Fort Walton Beach-Navarre-Wright, FL",2017,88071,Non-Rail
"Fort Walton Beach-Navarre-Wright, FL",2018,84418,Non-Rail
"Fort Walton Beach-Navarre-Wright, FL",2019,75727,Non-Rail
"Fort Walton Beach-Navarre-Wright, FL",2020,61667,Non-Rail
"Fort Walton Beach-Navarre-Wright, FL",2021,14607,Non-Rail
"Fort Wayne, IN",2011,126229,Non-Rail
"Fort Wayne, IN",2012,129686,Non-Rail
"Fort Wayne, IN",2013,131904,Non-Rail
"Fort Wayne, IN",2014,126958,Non-Rail
"Fort Wayne, IN",2015,127294,Non-Rail
"Fort Wayne, IN",2016,135085,Non-Rail
"Fort Wayne, IN",2017,140398,Non-Rail
"Fort Wayne, IN",2018,128380,Non-Rail
"Fort Wayne, IN",2019,131796,Non-Rail
"Fort Wayne, IN",2020,128922,Non-Rail
"Fort Wayne, IN",2021,32023,Non-Rail
"Frederick, MD",2011,81824,Non-Rail
"Frederick, MD",2012,79215,Non-Rail
"Frederick, MD",2013,78086,Non-Rail
"Frederick, MD",2014,77376,Non-Rail
"Frederick, MD",2015,79817,Non-Rail
"Frederick, MD",2016,81359,Non-Rail
"Frederick, MD",2017,83469,Non-Rail
"Frederick, MD",2018,86054,Non-Rail
"Frederick, MD",2019,83009,Non-Rail
"Frederick, MD",2020,67705,Non-Rail
"Frederick, MD",2021,18435,Non-Rail
"Fredericksburg, VA",2011,27007,Non-Rail
"Fresno, CA",2011,404450,Non-Rail
"Fresno, CA",2012,410010,Non-Rail
"Fresno, CA",2013,424753,Non-Rail
"Fresno, CA",2014,426969,Non-Rail
"Fresno, CA",2015,427328,Non-Rail
"Fresno, CA",2016,426788,Non-Rail
"Fresno, CA",2017,457465,Non-Rail
"Fresno, CA",2018,497172,Non-Rail
"Fresno, CA",2019,511309,Non-Rail
"Fresno, CA",2020,472335,Non-Rail
"Fresno, CA",2021,116369,Non-Rail
"Gainesville, FL",2011,303193,Non-Rail
"Gainesville, FL",2012,317240,Non-Rail
"Gainesville, FL",2013,323421,Non-Rail
"Gainesville, FL",2014,333827,Non-Rail
"Gainesville, FL",2015,335268,Non-Rail
"Gainesville, FL",2016,340306,Non-Rail
"Gainesville, FL",2017,352159,Non-Rail
"Gainesville, FL",2018,361833,Non-Rail
"Gainesville, FL",2019,358438,Non-Rail
"Gainesville, FL",2020,289266,Non-Rail
"Gainesville, FL",2021,79913,Non-Rail
"Gainesville, GA",2011,30790,Non-Rail
"Gainesville, GA",2012,31506,Non-Rail
"Gainesville, GA",2013,31511,Non-Rail
"Gainesville, GA",2014,15339,Non-Rail
"Galveston, TX",2011,49700,Non-Rail
"Galveston, TX",2012,56652,Non-Rail
"Glens Falls, NY",2011,19810,Non-Rail
"Grand Forks, ND-MN",2011,47954,Non-Rail
"Grand Forks, ND-MN",2012,45958,Non-Rail
"Grand Forks, ND-MN",2013,45233,Non-Rail
"Grand Forks, ND-MN",2014,45260,Non-Rail
"Grand Forks, ND-MN",2015,44489,Non-Rail
"Grand Forks, ND-MN",2016,47609,Non-Rail
"Grand Forks, ND-MN",2017,49394,Non-Rail
"Grand Forks, ND-MN",2018,54814,Non-Rail
"Grand Forks, ND-MN",2019,56221,Non-Rail
"Grand Forks, ND-MN",2020,55725,Non-Rail
"Grand Forks, ND-MN",2021,15987,Non-Rail
"Grand Junction, CO",2011,54288,Non-Rail
"Grand Junction, CO",2012,64968,Non-Rail
"Grand Junction, CO",2013,64912,Non-Rail
"Grand Junction, CO",2014,63160,Non-Rail
"Grand Junction, CO",2015,63079,Non-Rail
"Grand Rapids, MI",2011,568783,Non-Rail
"Grand Rapids, MI",2012,580953,Non-Rail
"Grand Rapids, MI",2013,588497,Non-Rail
"Grand Rapids, MI",2014,600760,Non-Rail
"Grand Rapids, MI",2015,594769,Non-Rail
"Grand Rapids, MI",2016,597124,Non-Rail
"Grand Rapids, MI",2017,602383,Non-Rail
"Grand Rapids, MI",2018,611508,Non-Rail
"Grand Rapids, MI",2019,630593,Non-Rail
"Grand Rapids, MI",2020,463997,Non-Rail
"Grand Rapids, MI",2021,128297,Non-Rail
"Great Falls, MT",2011,46110,Non-Rail
"Great Falls, MT",2012,45897,Non-Rail
"Great Falls, MT",2013,45489,Non-Rail
"Great Falls, MT",2014,45331,Non-Rail
"Great Falls, MT",2015,45925,Non-Rail
"Great Falls, MT",2016,46318,Non-Rail
"Great Falls, MT",2017,47250,Non-Rail
"Great Falls, MT",2018,49485,Non-Rail
"Great Falls, MT",2019,52493,Non-Rail
"Great Falls, MT",2020,40056,Non-Rail
"Great Falls, MT",2021,12892,Non-Rail
"Greeley, CO",2011,46409,Non-Rail
"Greeley, CO",2012,44577,Non-Rail
"Greeley, CO",2013,46161,Non-Rail
"Green Bay, WI",2011,107683,Non-Rail
"Green Bay, WI",2012,102640,Non-Rail
"Green Bay, WI",2013,98037,Non-Rail
"Green Bay, WI",2014,94946,Non-Rail
"Green Bay, WI",2015,99012,Non-Rail
"Green Bay, WI",2016,100297,Non-Rail
"Green Bay, WI",2017,95197,Non-Rail
"Green Bay, WI",2018,95051,Non-Rail
"Green Bay, WI",2019,101496,Non-Rail
"Green Bay, WI",2020,66384,Non-Rail
"Green Bay, WI",2021,15013,Non-Rail
"Greensboro, NC",2011,435522,Non-Rail
"Greensboro, NC",2012,385541,Non-Rail
"Greensboro, NC",2013,355712,Non-Rail
"Greensboro, NC",2014,322722,Non-Rail
"Greensboro, NC",2015,331930,Non-Rail
"Greensboro, NC",2016,343589,Non-Rail
"Greensboro, NC",2017,364229,Non-Rail
"Greensboro, NC",2018,376405,Non-Rail
"Greensboro, NC",2019,405853,Non-Rail
"Greensboro, NC",2020,295872,Non-Rail
"Greensboro, NC",2021,76947,Non-Rail
"Greenville, SC",2011,48778,Non-Rail
"Greenville, SC",2012,50391,Non-Rail
"Greenville, SC",2013,54250,Non-Rail
"Greenville, SC",2014,61732,Non-Rail
"Greenville, SC",2015,90521,Non-Rail
"Greenville, SC",2016,112861,Non-Rail
"Greenville, SC",2017,122365,Non-Rail
"Greenville, SC",2018,121753,Non-Rail
"Greenville, SC",2019,111012,Non-Rail
"Greenville, SC",2020,101509,Non-Rail
"Greenville, SC",2021,30876,Non-Rail
"Gulfport, MS",2011,125094,Non-Rail
"Gulfport, MS",2012,119557,Non-Rail
"Gulfport, MS",2013,117584,Non-Rail
"Gulfport, MS",2014,111441,Non-Rail
"Gulfport, MS",2015,101921,Non-Rail
"Gulfport, MS",2016,108296,Non-Rail
"Gulfport, MS",2017,101338,Non-Rail
"Gulfport, MS",2018,95992,Non-Rail
"Gulfport, MS",2019,94190,Non-Rail
"Gulfport, MS",2020,81114,Non-Rail
"Gulfport, MS",2021,22472,Non-Rail
"Hagerstown, MD-WV-PA",2011,31153,Non-Rail
"Hanford, CA",2011,264716,Non-Rail
"Hanford, CA",2012,555086,Non-Rail
"Hanford, CA",2013,320186,Non-Rail
"Hanford, CA",2014,304535,Non-Rail
"Hanford, CA",2015,333259,Non-Rail
"Hanford, CA",2016,357829,Non-Rail
"Hanford, CA",2017,370154,Non-Rail
"Hanford, CA",2018,403343,Non-Rail
"Hanford, CA",2019,426911,Non-Rail
"Hanford, CA",2020,384430,Non-Rail
"Hanford, CA",2021,78955,Non-Rail
"Harrisburg, PA",2011,217094,Non-Rail
"Harrisburg, PA",2012,206171,Non-Rail
"Harrisburg, PA",2013,206347,Non-Rail
"Harrisburg, PA",2014,205441,Non-Rail
"Harrisburg, PA",2015,206849,Non-Rail
"Harrisburg, PA",2016,213060,Non-Rail
"Harrisburg, PA",2017,209121,Non-Rail
"Harrisburg, PA",2018,200918,Non-Rail
"Harrisburg, PA",2019,214411,Non-Rail
"Harrisburg, PA",2020,201787,Non-Rail
"Harrisburg, PA",2021,51406,Non-Rail
"Harrisonburg, VA",2011,64106,Non-Rail
"Harrisonburg, VA",2012,67568,Non-Rail
"Harrisonburg, VA",2013,68454,Non-Rail
"Harrisonburg, VA",2014,70477,Non-Rail
"Harrisonburg, VA",2015,73733,Non-Rail
"Harrisonburg, VA",2016,74426,Non-Rail
"Harrisonburg, VA",2017,75898,Non-Rail
"Harrisonburg, VA",2018,76261,Non-Rail
"Harrisonburg, VA",2019,83274,Non-Rail
"Harrisonburg, VA",2020,70376,Non-Rail
"Harrisonburg, VA",2021,20553,Non-Rail
"Hartford, CT",2011,947493,Non-Rail
"Hartford, CT",2011,20783,Rail
"Hartford, CT",2012,933403,Non-Rail
"Hartford, CT",2012,23071,Rail
"Hartford, CT",2013,931016,Non-Rail
"Hartford, CT",2013,36475,Rail
"Hartford, CT",2014,897418,Non-Rail
"Hartford, CT",2014,43688,Rail
"Hartford, CT",2015,1065664,Non-Rail
"Hartford, CT",2015,42108,Rail
"Hartford, CT",2016,1180636,Non-Rail
"Hartford, CT",2016,38616,Rail
"Hartford, CT",2017,1162780,Non-Rail
"Hartford, CT",2017,38137,Rail
"Hartford, CT",2018,1156241,Non-Rail
"Hartford, CT",2018,31023,Rail
"Hartford, CT",2019,1176948,Non-Rail
"Hartford, CT",2019,37373,Rail
"Hartford, CT",2020,1062695,Non-Rail
"Hartford, CT",2020,14097,Rail
"Hartford, CT",2021,258631,Non-Rail
"Hickory, NC",2011,72278,Non-Rail
"Hickory, NC",2012,77903,Non-Rail
"Hickory, NC",2013,73659,Non-Rail
"Hickory, NC",2014,67057,Non-Rail
"Hickory, NC",2015,61782,Non-Rail
"Hickory, NC",2016,60887,Non-Rail
"Hickory, NC",2017,65302,Non-Rail
"Hickory, NC",2018,69956,Non-Rail
"Hickory, NC",2019,75266,Non-Rail
"Hickory, NC",2020,51551,Non-Rail
"Hickory, NC",2021,11670,Non-Rail
"High Point, NC",2011,44909,Non-Rail
"Holland, MI",2011,71702,Non-Rail
"Holland, MI",2012,70417,Non-Rail
"Holland, MI",2013,70270,Non-Rail
"Holland, MI",2014,69331,Non-Rail
"Holland, MI",2015,67039,Non-Rail
"Holland, MI",2016,64447,Non-Rail
"Holland, MI",2017,64321,Non-Rail
"Holland, MI",2018,69925,Non-Rail
"Holland, MI",2019,68162,Non-Rail
"Holland, MI",2020,34517,Non-Rail
"Holland, MI",2021,8341,Non-Rail
"Houston, TX",2011,4122468,Non-Rail
"Houston, TX",2011,75587,Rail
"Houston, TX",2012,4124157,Non-Rail
"Houston, TX",2012,77015,Rail
"Houston, TX",2013,4172138,Non-Rail
"Houston, TX",2013,88302,Rail
"Houston, TX",2014,4262333,Non-Rail
"Houston, TX",2014,136674,Rail
"Houston, TX",2015,4459222,Non-Rail
"Houston, TX",2015,238126,Rail
"Houston, TX",2016,4645928,Non-Rail
"Houston, TX",2016,298240,Rail
"Houston, TX",2017,4609392,Non-Rail
"Houston, TX",2017,292231,Rail
"Houston, TX",2018,4736158,Non-Rail
"Houston, TX",2018,299107,Rail
"Houston, TX",2019,4810465,Non-Rail
"Houston, TX",2019,285773,Rail
"Houston, TX",2020,3997833,Non-Rail
"Houston, TX",2020,259001,Rail
"Houston, TX",2021,883687,Non-Rail
"Houston, TX",2021,47591,Rail
"Huntington, WV-KY-OH",2011,81799,Non-Rail
"Huntington, WV-KY-OH",2012,78880,Non-Rail
"Huntington, WV-KY-OH",2013,78654,Non-Rail
"Huntington, WV-KY-OH",2014,78166,Non-Rail
"Huntington, WV-KY-OH",2015,77300,Non-Rail
"Huntington, WV-KY-OH",2016,78621,Non-Rail
"Huntington, WV-KY-OH",2017,81905,Non-Rail
"Huntington, WV-KY-OH",2018,78042,Non-Rail
"Huntington, WV-KY-OH",2019,77691,Non-Rail
"Huntington, WV-KY-OH",2020,71103,Non-Rail
"Huntington, WV-KY-OH",2021,16679,Non-Rail
"Huntsville, AL",2011,73121,Non-Rail
"Huntsville, AL",2012,72380,Non-Rail
"Huntsville, AL",2013,71462,Non-Rail
"Huntsville, AL",2014,73058,Non-Rail
"Huntsville, AL",2015,72832,Non-Rail
"Huntsville, AL",2016,73010,Non-Rail
"Huntsville, AL",2017,70120,Non-Rail
"Huntsville, AL",2018,68219,Non-Rail
"Huntsville, AL",2019,78516,Non-Rail
"Huntsville, AL",2020,79526,Non-Rail
"Huntsville, AL",2021,19138,Non-Rail
"Idaho Falls, ID",2011,46855,Non-Rail
"Indianapolis, IN",2011,624061,Non-Rail
"Indianapolis, IN",2012,624923,Non-Rail
"Indianapolis, IN",2013,655502,Non-Rail
"Indianapolis, IN",2014,667009,Non-Rail
"Indianapolis, IN",2015,674030,Non-Rail
"Indianapolis, IN",2016,696191,Non-Rail
"Indianapolis, IN",2017,712594,Non-Rail
"Indianapolis, IN",2018,812405,Non-Rail
"Indianapolis, IN",2019,846982,Non-Rail
"Indianapolis, IN",2020,798436,Non-Rail
"Indianapolis, IN",2021,195664,Non-Rail
"Indio-Cathedral City, CA",2011,243699,Non-Rail
"Indio-Cathedral City, CA",2012,249693,Non-Rail
"Indio-Cathedral City, CA",2013,258312,Non-Rail
"Indio-Cathedral City, CA",2014,283752,Non-Rail
"Indio-Cathedral City, CA",2015,284913,Non-Rail
"Indio-Cathedral City, CA",2016,305898,Non-Rail
"Indio-Cathedral City, CA",2017,309684,Non-Rail
"Indio-Cathedral City, CA",2018,297090,Non-Rail
"Indio-Cathedral City, CA",2019,300633,Non-Rail
"Indio-Cathedral City, CA",2020,263644,Non-Rail
"Indio-Cathedral City, CA",2021,62846,Non-Rail
"Iowa City, IA",2011,241620,Non-Rail
"Iowa City, IA",2012,194590,Non-Rail
"Iowa City, IA",2013,193497,Non-Rail
"Iowa City, IA",2014,190087,Non-Rail
"Iowa City, IA",2015,196879,Non-Rail
"Iowa City, IA",2016,200254,Non-Rail
"Iowa City, IA",2017,200338,Non-Rail
"Iowa City, IA",2018,197340,Non-Rail
"Iowa City, IA",2019,194255,Non-Rail
"Iowa City, IA",2020,154308,Non-Rail
"Iowa City, IA",2021,40982,Non-Rail
"Ithaca, NY",2011,152020,Non-Rail
"Ithaca, NY",2012,147639,Non-Rail
"Ithaca, NY",2013,149686,Non-Rail
"Ithaca, NY",2014,150709,Non-Rail
"Ithaca, NY",2015,150752,Non-Rail
"Ithaca, NY",2016,150614,Non-Rail
"Ithaca, NY",2017,147807,Non-Rail
"Ithaca, NY",2018,161603,Non-Rail
"Ithaca, NY",2019,163396,Non-Rail
"Ithaca, NY",2020,118423,Non-Rail
"Ithaca, NY",2021,16344,Non-Rail
"Jackson, MI",2011,49954,Non-Rail
"Jackson, MI",2012,48038,Non-Rail
"Jackson, MI",2013,48950,Non-Rail
"Jackson, MI",2014,46139,Non-Rail
"Jackson, MI",2015,45052,Non-Rail
"Jackson, MI",2016,42689,Non-Rail
"Jackson, MI",2017,41450,Non-Rail
"Jackson, MI",2018,41093,Non-Rail
"Jackson, MI",2019,39327,Non-Rail
"Jackson, MI",2020,34452,Non-Rail
"Jackson, MI",2021,8899,Non-Rail
"Jackson, MS",2011,80205,Non-Rail
"Jackson, MS",2012,72883,Non-Rail
"Jackson, MS",2013,74370,Non-Rail
"Jackson, MS",2014,75671,Non-Rail
"Jackson, MS",2015,71947,Non-Rail
"Jackson, MS",2016,72505,Non-Rail
"Jackson, MS",2017,73551,Non-Rail
"Jackson, MS",2018,77439,Non-Rail
"Jackson, MS",2019,78856,Non-Rail
"Jackson, MS",2020,82075,Non-Rail
"Jackson, MS",2021,18593,Non-Rail
"Jackson, TN",2011,52309,Non-Rail
"Jackson, TN",2012,52403,Non-Rail
"Jackson, TN",2013,51905,Non-Rail
"Jackson, TN",2014,53069,Non-Rail
"Jackson, TN",2015,51708,Non-Rail
"Jackson, TN",2016,54085,Non-Rail
"Jackson, TN",2017,54904,Non-Rail
"Jackson, TN",2018,53077,Non-Rail
"Jackson, TN",2019,51064,Non-Rail
"Jackson, TN",2020,51031,Non-Rail
"Jackson, TN",2021,12514,Non-Rail
"Jacksonville, FL",2011,816947,Non-Rail
"Jacksonville, FL",2012,810363,Non-Rail
"Jacksonville, FL",2012,15742,Rail
"Jacksonville, FL",2013,804901,Non-Rail
"Jacksonville, FL",2013,15993,Rail
"Jacksonville, FL",2014,837355,Non-Rail
"Jacksonville, FL",2014,15630,Rail
"Jacksonville, FL",2015,898388,Non-Rail
"Jacksonville, FL",2015,14979,Rail
"Jacksonville, FL",2016,922708,Non-Rail
"Jacksonville, FL",2016,15428,Rail
"Jacksonville, FL",2017,942889,Non-Rail
"Jacksonville, FL",2017,14368,Rail
"Jacksonville, FL",2018,892201,Non-Rail
"Jacksonville, FL",2018,14861,Rail
"Jacksonville, FL",2019,935856,Non-Rail
"Jacksonville, FL",2019,13906,Rail
"Jacksonville, FL",2020,715478,Non-Rail
"Jacksonville, FL",2020,7974,Rail
"Jacksonville, FL",2021,185027,Non-Rail
"Jacksonville, FL",2021,2453,Rail
"Janesville, WI",2011,31090,Non-Rail
"Janesville, WI",2012,31911,Non-Rail
"Janesville, WI",2013,34494,Non-Rail
"Jefferson City, MO",2011,31075,Non-Rail
"Johnson City, TN",2011,52135,Non-Rail
"Johnson City, TN",2017,71986,Non-Rail
"Johnson City, TN",2018,128768,Non-Rail
"Johnson City, TN",2019,118703,Non-Rail
"Johnson City, TN",2020,83897,Non-Rail
"Johnson City, TN",2021,20829,Non-Rail
"Johnstown, PA",2011,88160,Non-Rail
"Johnstown, PA",2011,1390,Rail
"Johnstown, PA",2012,96123,Non-Rail
"Johnstown, PA",2012,1419,Rail
"Johnstown, PA",2013,98931,Non-Rail
"Johnstown, PA",2013,1262,Rail
"Johnstown, PA",2014,99138,Non-Rail
"Johnstown, PA",2014,1080,Rail
"Johnstown, PA",2015,102609,Non-Rail
"Johnstown, PA",2015,821,Rail
"Johnstown, PA",2016,102333,Non-Rail
"Johnstown, PA",2016,903,Rail
"Johnstown, PA",2017,101960,Non-Rail
"Johnstown, PA",2017,995,Rail
"Johnstown, PA",2018,101699,Non-Rail
"Johnstown, PA",2018,838,Rail
"Johnstown, PA",2019,102531,Non-Rail
"Johnstown, PA",2019,1062,Rail
"Johnstown, PA",2020,91034,Non-Rail
"Johnstown, PA",2020,339,Rail
"Johnstown, PA",2021,21301,Non-Rail
"Kahului, HI",2012,235041,Non-Rail
"Kahului, HI",2013,185412,Non-Rail
"Kahului, HI",2014,223867,Non-Rail
"Kahului, HI",2015,214653,Non-Rail
"Kahului, HI",2016,189622,Non-Rail
"Kahului, HI",2017,171146,Non-Rail
"Kahului, HI",2018,164678,Non-Rail
"Kahului, HI",2019,180765,Non-Rail
"Kahului, HI",2020,144043,Non-Rail
"Kahului, HI",2021,35352,Non-Rail
"Kalamazoo, MI",2011,175035,Non-Rail
"Kalamazoo, MI",2012,184471,Non-Rail
"Kalamazoo, MI",2013,189571,Non-Rail
"Kalamazoo, MI",2014,187674,Non-Rail
"Kalamazoo, MI",2015,192866,Non-Rail
"Kalamazoo, MI",2016,203534,Non-Rail
"Kalamazoo, MI",2017,219378,Non-Rail
"Kalamazoo, MI",2018,220640,Non-Rail
"Kalamazoo, MI",2019,224834,Non-Rail
"Kalamazoo, MI",2020,148990,Non-Rail
"Kalamazoo, MI",2021,38955,Non-Rail
"Kankakee, IL",2011,69085,Non-Rail
"Kankakee, IL",2012,69414,Non-Rail
"Kankakee, IL",2013,70018,Non-Rail
"Kankakee, IL",2014,82597,Non-Rail
"Kankakee, IL",2015,80646,Non-Rail
"Kankakee, IL",2016,79421,Non-Rail
"Kankakee, IL",2017,73412,Non-Rail
"Kankakee, IL",2018,78718,Non-Rail
"Kankakee, IL",2019,78613,Non-Rail
"Kankakee, IL",2020,70789,Non-Rail
"Kankakee, IL",2021,17623,Non-Rail
"Kansas City, MO-KS",2011,989556,Non-Rail
"Kansas City, MO-KS",2012,909003,Non-Rail
"Kansas City, MO-KS",2013,887330,Non-Rail
"Kansas City, MO-KS",2014,871299,Non-Rail
"Kansas City, MO-KS",2015,869166,Non-Rail
"Kansas City, MO-KS",2016,878888,Non-Rail
"Kansas City, MO-KS",2016,12620,Rail
"Kansas City, MO-KS",2017,872953,Non-Rail
"Kansas City, MO-KS",2017,19302,Rail
"Kansas City, MO-KS",2018,875846,Non-Rail
"Kansas City, MO-KS",2018,19383,Rail
"Kansas City, MO-KS",2019,873682,Non-Rail
"Kansas City, MO-KS",2019,19893,Rail
"Kansas City, MO-KS",2020,678686,Non-Rail
"Kansas City, MO-KS",2020,15085,Rail
"Kansas City, MO-KS",2021,42595,Non-Rail
"Kansas City, MO-KS",2021,4007,Rail
"Kennewick-Pasco, WA",2011,395217,Non-Rail
"Kennewick-Pasco, WA",2012,390093,Non-Rail
"Kennewick-Pasco, WA",2013,357407,Non-Rail
"Kennewick-Pasco, WA",2014,363292,Non-Rail
"Kennewick-Pasco, WA",2015,365944,Non-Rail
"Kennewick-Pasco, WA",2016,367600,Non-Rail
"Kennewick-Pasco, WA",2017,360754,Non-Rail
"Kennewick-Pasco, WA",2018,386995,Non-Rail
"Kennewick-Pasco, WA",2019,400455,Non-Rail
"Kennewick-Pasco, WA",2020,293646,Non-Rail
"Kennewick-Pasco, WA",2021,72325,Non-Rail
"Kenosha, WI-IL",2011,76232,Non-Rail
"Kenosha, WI-IL",2011,2330,Rail
"Kenosha, WI-IL",2012,69817,Non-Rail
"Kenosha, WI-IL",2012,2427,Rail
"Kenosha, WI-IL",2013,76179,Non-Rail
"Kenosha, WI-IL",2013,2323,Rail
"Kenosha, WI-IL",2014,74448,Non-Rail
"Kenosha, WI-IL",2014,2436,Rail
"Kenosha, WI-IL",2015,74826,Non-Rail
"Kenosha, WI-IL",2015,2420,Rail
"Kenosha, WI-IL",2016,75520,Non-Rail
"Kenosha, WI-IL",2016,2428,Rail
"Kenosha, WI-IL",2017,90737,Non-Rail
"Kenosha, WI-IL",2017,2357,Rail
"Kenosha, WI-IL",2018,93162,Non-Rail
"Kenosha, WI-IL",2018,2413,Rail
"Kenosha, WI-IL",2019,92458,Non-Rail
"Kenosha, WI-IL",2019,2415,Rail
"Kenosha, WI-IL",2020,69491,Non-Rail
"Kenosha, WI-IL",2020,600,Rail
"Killeen, TX",2011,164335,Non-Rail
"Killeen, TX",2012,172406,Non-Rail
"Killeen, TX",2013,171344,Non-Rail
"Killeen, TX",2014,178441,Non-Rail
"Killeen, TX",2015,182836,Non-Rail
"Killeen, TX",2016,185435,Non-Rail
"Killeen, TX",2017,177823,Non-Rail
"Killeen, TX",2018,134626,Non-Rail
"Killeen, TX",2019,105027,Non-Rail
"Killeen, TX",2020,85845,Non-Rail
"Killeen, TX",2021,15913,Non-Rail
"Knoxville, TN",2011,273491,Non-Rail
"Knoxville, TN",2012,318321,Non-Rail
"Knoxville, TN",2013,326608,Non-Rail
"Knoxville, TN",2014,307217,Non-Rail
"Knoxville, TN",2015,287303,Non-Rail
"Knoxville, TN",2016,291711,Non-Rail
"Knoxville, TN",2017,300092,Non-Rail
"Knoxville, TN",2018,308008,Non-Rail
"Knoxville, TN",2019,322564,Non-Rail
"Knoxville, TN",2020,293735,Non-Rail
"Knoxville, TN",2021,65689,Non-Rail
"Kokomo, IN",2011,70050,Non-Rail
"Kokomo, IN",2012,48600,Non-Rail
"Kokomo, IN",2013,73662,Non-Rail
"Kokomo, IN",2014,67338,Non-Rail
"Kokomo, IN",2015,39265,Non-Rail
